iter	Logloss
437	0.2716924887
438	0.2716425779
439	0.2716032892
440	0.2715654927
441	0.2715194563
442	0.2714792962
443	0.271432329
444	0.2713953705
445	0.2713555441
446	0.2713161639
447	0.2712719982
448	0.2712305489
449	0.2711852619
450	0.2711408974
451	0.2710972333
452	0.2710553759
453	0.2710099043
454	0.2709703223
455	0.2709347427
456	0.2708960835
457	0.2708624654
458	0.27082106
459	0.2707832448
460	0.2707465258
461	0.2707081507
462	0.2706671997
463	0.2706301924
464	0.2705926323
465	0.2705590619
466	0.2705230538
467	0.2704841691
468	0.2704508087
469	0.2704144726
470	0.2703785457
471	0.270344908
472	0.2703053093
473	0.2702671179
474	0.2702359609
475	0.2701981064
476	0.2701597876
477	0.2701266548
478	0.2700953023
479	0.2700640324
480	0.2700381743
481	0.2700037522
482	0.2699661864
483	0.2699372257
484	0.2699033028
485	0.2698706927
486	0.2698413181
487	0.269814723
488	0.2697847582
489	0.2697534816
490	0.269726002
491	0.269695014
492	0.269667347
493	0.2696383488
494	0.2696085871
495	0.2695799268
496	0.2695527297
497	0.2695270735
498	0.2694945851
499	0.2694652568
500	0.2694422772
501	0.2694164306
502	0.269388731
503	0.2693577539
504	0.2693279268
505	0.2693019582
506	0.2692767829
507	0.2692504896
508	0.2692252343
509	0.2691994276
510	0.2691757318
511	0.2691498672
512	0.2691258582
513	0.2691014043
514	0.269083281
515	0.2690569947
516	0.2690298428
517	0.2690044764
518	0.2689831504
519	0.2689615936
520	0.2689387829
521	0.2689130205
522	0.2688934306
523	0.2688668259
524	0.2688439287
525	0.2688191154
526	0.2687936552
527	0.2687691743
528	0.268749387
529	0.2687267541
530	0.2687026324
531	0.2686776557
532	0.2686550993
533	0.268632794
534	0.2686127748
535	0.2685928399
536	0.2685766746
537	0.2685561733
538	0.2685354841
539	0.2685173719
540	0.2684973125
541	0.2684770937
542	0.2684533059
543	0.2684376548
544	0.2684182416
545	0.268401984
546	0.2683831767
547	0.2683637555
548	0.268342271
549	0.2683222964
550	0.268301485
551	0.2682841443
552	0.2682646322
553	0.2682471263
554	0.2682296058
555	0.2682118516
556	0.2681913457
557	0.2681710845
558	0.2681494188
559	0.2681274564
560	0.2681066201
561	0.2680877794
562	0.268069282
563	0.2680540343
564	0.2680377387
565	0.2680177039
566	0.2679995135
567	0.2679800604
568	0.2679631893
569	0.2679464933
570	0.2679307716
571	0.2679155952
572	0.267897343
573	0.2678801589
574	0.2678604927
575	0.2678443103
576	0.2678275933
577	0.2678120666
578	0.2678005562
579	0.2677825538
580	0.2677666183
581	0.2677495354
582	0.2677298683
583	0.2677142431
584	0.2676975268
585	0.2676827542
586	0.2676678443
587	0.2676503774
588	0.2676339478
589	0.2676190913
590	0.2676000411
591	0.2675855704
592	0.2675723051
593	0.2675564447
594	0.2675380557
595	0.2675233369
596	0.2675088703
597	0.2674967217
598	0.2674807274
599	0.2674671444
600	0.2674520179
601	0.2674391944
602	0.2674229281
603	0.2674071833
604	0.267394504
605	0.2673787126
606	0.2673645532
607	0.2673480194
608	0.2673385056
609	0.2673259528
610	0.2673117566
611	0.2672970651
612	0.2672806703
613	0.2672674847
614	0.2672542287
615	0.2672409017
616	0.2672243746
617	0.2672126184
618	0.2671995538
619	0.2671861354
620	0.2671700734
621	0.2671570936
622	0.2671440167
623	0.2671308988
624	0.2671188476
625	0.2671050332
626	0.2670919334
627	0.2670793032
628	0.2670659574
629	0.2670510198
630	0.2670370967
631	0.2670238376
632	0.2670096166
633	0.2669969447
634	0.2669821356
635	0.2669696762
636	0.2669568018
637	0.2669404393
638	0.2669267065
639	0.2669130378
640	0.2669020199
641	0.2668911284
642	0.2668807945
643	0.2668685185
644	0.2668534794
645	0.2668415146
646	0.2668287762
647	0.2668173943
648	0.2668045454
649	0.2667938674
650	0.266781766
651	0.2667714409
652	0.2667626851
653	0.2667526636
654	0.2667429531
655	0.2667339148
656	0.2667208292
657	0.2667111526
658	0.2667019842
659	0.2666901217
660	0.2666797811
661	0.2666695989
662	0.2666569836
663	0.2666463829
664	0.2666380022
665	0.2666265887
666	0.2666138321
667	0.2666019988
668	0.2665920604
669	0.266581844
670	0.2665686711
671	0.2665601215
672	0.2665487529
673	0.2665381911
674	0.2665275049
675	0.2665177323
676	0.2665037762
677	0.2664932363
678	0.2664826509
679	0.2664740176
680	0.266462693
681	0.2664542986
682	0.2664451146
683	0.2664348002
684	0.266427273
685	0.2664183764
686	0.2664103153
687	0.2664016488
688	0.2663914303
689	0.2663812994
690	0.2663736129
691	0.2663642205
692	0.2663548818
693	0.266343894
694	0.2663339695
695	0.2663254105
696	0.26631572
697	0.2663058819
698	0.2662967477
699	0.2662881801
700	0.2662793848
701	0.2662700643
702	0.2662616668
703	0.266249914
704	0.2662395935
705	0.2662293264
706	0.2662207573
707	0.2662104976
708	0.2662005022
709	0.2661920858
710	0.2661800239
711	0.2661725654
712	0.2661634134
713	0.266154367
714	0.2661465831
715	0.266137482
716	0.2661290402
717	0.2661197295
718	0.2661138867
719	0.2661033343
720	0.2660955278
721	0.2660857525
722	0.2660780642
723	0.2660700887
724	0.2660625427
725	0.2660558648
726	0.2660473456
727	0.2660398405
728	0.2660334979
729	0.2660246441
730	0.2660169347
731	0.2660080959
732	0.266000718
733	0.2659920626
734	0.2659840812
735	0.2659754811
736	0.2659637306
737	0.2659557192
738	0.2659482674
739	0.2659392716
740	0.2659303717
741	0.2659228962
742	0.2659155265
743	0.2659060952
744	0.2659002153
745	0.2658920579
746	0.2658844862
747	0.2658786831
748	0.2658712793
749	0.2658634577
750	0.2658571905
751	0.2658510716
752	0.2658439018
753	0.2658361752
754	0.2658273921
755	0.2658191723
756	0.2658104589
757	0.2658041214
758	0.2657955223
759	0.2657869118
760	0.265778748
761	0.2657706396
762	0.2657645365
763	0.2657573047
764	0.2657476357
765	0.2657388672
766	0.2657310981
767	0.2657237514
768	0.2657174122
769	0.2657092709
770	0.2657016385
771	0.2656946585
772	0.2656879504
773	0.265679658
774	0.2656720571
775	0.2656663182
776	0.2656600405
777	0.2656516643
778	0.2656449668
779	0.2656378675
780	0.265631524
781	0.265624936
782	0.2656184386
783	0.2656113526
784	0.2656045348
785	0.2655967937
786	0.2655904989
787	0.2655850534
788	0.2655787193
789	0.2655727879
790	0.2655636843
791	0.2655565919
792	0.2655496889
793	0.2655431406
794	0.2655367145
795	0.2655301032
796	0.265524711
797	0.2655187435
798	0.2655119187
799	0.2655050633
800	0.2654976639
801	0.2654895129
802	0.2654840584
803	0.2654770192
804	0.2654704564
805	0.2654631637
806	0.2654584674
807	0.2654515823
808	0.2654454832
809	0.2654376433
810	0.2654307417
811	0.2654254692
812	0.265418501
813	0.2654110005
814	0.2654060734
815	0.265399165
816	0.2653939413
817	0.2653875654
818	0.2653813098
819	0.265375662
820	0.2653688544
821	0.2653626666
822	0.2653563917
823	0.2653501652
824	0.2653419753
825	0.2653361805
826	0.2653303761
827	0.2653255075
828	0.2653205376
829	0.2653139853
830	0.2653088705
831	0.2653029566
832	0.2652976215
833	0.265291867
834	0.265285691
835	0.2652787245
836	0.2652740636
837	0.2652652161
838	0.2652579987
839	0.2652516968
840	0.2652468815
841	0.2652403656
842	0.2652342922
843	0.2652279983
844	0.265222321
845	0.2652162622
846	0.2652098309
847	0.2652038479
848	0.2651966545
849	0.2651895113
850	0.2651833079
851	0.2651789758
852	0.2651713681
853	0.2651661762
854	0.2651614498
855	0.2651558432
856	0.2651512566
857	0.265146672
858	0.2651418579
859	0.2651361456
860	0.2651299732
861	0.2651227146
862	0.2651154896
863	0.2651096942
864	0.265103493
865	0.2650988271
866	0.2650948925
867	0.2650885822
868	0.2650824303
869	0.2650771937
870	0.2650715454
871	0.265066927
872	0.265061123
873	0.2650563628
874	0.2650520162
875	0.2650465927
876	0.2650401457
877	0.2650348707
878	0.2650309886
879	0.2650264264
880	0.2650221341
881	0.265018276
882	0.2650124825
883	0.2650084175
884	0.2650040342
885	0.2649980441
886	0.2649924856
887	0.2649868852
888	0.2649813984
889	0.2649761908
890	0.2649703916
891	0.2649653048
892	0.2649587707
893	0.264953322
894	0.2649473604
895	0.2649424339
896	0.2649359682
897	0.2649322497
898	0.264926092
899	0.2649213688
900	0.2649155893
901	0.2649093885
902	0.2649051681
903	0.2649006036
904	0.2648941538
905	0.2648904743
906	0.2648857876
907	0.2648811158
908	0.2648759709
909	0.2648713159
910	0.2648666784
911	0.2648633808
912	0.2648597642
913	0.2648547235
914	0.2648494149
915	0.2648447871
916	0.264840358
917	0.26483495
918	0.2648301812
919	0.2648233651
920	0.2648185328
921	0.2648138655
922	0.2648093498
923	0.2648055726
924	0.2648013502
925	0.2647964945
926	0.2647914183
927	0.2647864638
928	0.2647820899
929	0.2647780981
930	0.2647735854
931	0.2647688301
932	0.2647633202
933	0.2647577264
934	0.2647532528
935	0.2647470237
936	0.2647412557
937	0.2647371726
938	0.2647331354
939	0.2647277943
940	0.2647224141
941	0.2647165537
942	0.2647113207
943	0.2647073413
944	0.2647032257
945	0.2646983777
946	0.2646930847
947	0.264687912
948	0.2646825325
949	0.2646768892
950	0.2646730826
951	0.2646686439
952	0.2646639771
953	0.2646594663
954	0.264654769
955	0.2646500914
956	0.2646453002
957	0.2646402763
958	0.2646353036
959	0.2646317053
960	0.2646257166
961	0.2646196084
962	0.2646150662
963	0.2646110095
964	0.2646067159
965	0.2646029145
966	0.2645987267
967	0.2645935865
968	0.2645874652
969	0.2645829681
970	0.2645779701
971	0.2645751388
972	0.2645701632
973	0.2645652494
974	0.2645617058
975	0.2645569799
976	0.2645531817
977	0.264548801
978	0.264544031
979	0.2645397066
980	0.2645348007
981	0.2645294567
982	0.2645254912
983	0.2645208669
984	0.2645165253
985	0.2645116149
986	0.2645080769
987	0.2645051731
988	0.264499608
989	0.2644953799
990	0.2644907532
991	0.2644851675
992	0.2644809652
993	0.2644780244
994	0.2644747441
995	0.2644693763
996	0.2644657342
997	0.2644621492
998	0.2644572383
999	0.2644525814
1000	0.2644487033
1001	0.2644447013
1002	0.2644404646
1003	0.2644357319
1004	0.2644306595
1005	0.2644264571
1006	0.2644221135
1007	0.2644174622
1008	0.2644132157
1009	0.2644095437
1010	0.2644061841
1011	0.2644026569
1012	0.2643980806
1013	0.2643946899
1014	0.2643913836
1015	0.2643876961
1016	0.2643841313
1017	0.264380081
1018	0.2643754033
1019	0.2643696384
1020	0.2643641434
1021	0.2643610757
1022	0.2643567735
1023	0.264352656
1024	0.2643487007
1025	0.2643447613
1026	0.2643396792
1027	0.2643351136
1028	0.2643310936
1029	0.2643264232
1030	0.2643225477
1031	0.2643186732
1032	0.2643144991
1033	0.264309609
1034	0.2643056795
1035	0.2643025385
1036	0.2642979378
1037	0.2642946936
1038	0.2642907458
1039	0.2642860996
1040	0.2642827584
1041	0.2642782595
1042	0.2642747335
1043	0.2642710074
1044	0.2642667288
1045	0.2642632992
1046	0.2642594243
1047	0.264254402
1048	0.2642510487
1049	0.2642463385
1050	0.2642431484
1051	0.264240176
1052	0.2642350126
1053	0.2642321226
1054	0.2642274238
1055	0.2642230246
1056	0.264219536
1057	0.264215367
1058	0.2642130841
1059	0.2642080023
1060	0.2642046161
1061	0.2642015294
1062	0.2641975585
1063	0.2641935027
1064	0.2641905766
1065	0.2641871194
1066	0.2641836628
1067	0.2641805381
1068	0.2641772031
1069	0.2641732049
1070	0.2641694826
1071	0.2641648901
1072	0.2641615106
1073	0.2641582176
1074	0.2641545523
1075	0.2641496693
1076	0.264145373
1077	0.2641416513
1078	0.2641381173
1079	0.2641359269
1080	0.2641321673
1081	0.2641288793
1082	0.2641253811
1083	0.2641216147
1084	0.2641188757
1085	0.2641148547
1086	0.2641117197
1087	0.2641069503
1088	0.2641034601
1089	0.2641004948
1090	0.264096734
1091	0.2640926326
1092	0.2640886244
1093	0.2640843892
1094	0.2640808159
1095	0.2640772901
1096	0.2640737019
1097	0.2640700803
1098	0.2640676481
1099	0.2640643269
1100	0.2640613181
1101	0.2640584544
1102	0.2640548661
1103	0.2640524122
1104	0.2640491328
1105	0.26404597
1106	0.2640425749
1107	0.2640384223
1108	0.2640337265
1109	0.2640310812
1110	0.264026754
1111	0.2640235096
1112	0.2640189865
1113	0.2640150783
1114	0.2640118481
1115	0.2640069198
1116	0.2640040717
1117	0.2640002418
1118	0.2639967754
1119	0.2639931811
1120	0.2639885423
1121	0.2639842178
1122	0.2639804788
1123	0.2639763999
1124	0.2639744086
1125	0.2639709362
1126	0.2639668201
1127	0.2639635492
1128	0.2639606802
1129	0.2639571327
1130	0.2639538815
1131	0.2639516354
1132	0.2639486444
1133	0.2639456998
1134	0.263943753
1135	0.2639405497
1136	0.2639373199
1137	0.2639328468
1138	0.2639292949
1139	0.2639262597
1140	0.2639217449
1141	0.2639181376
1142	0.2639155188
1143	0.263912673
1144	0.2639093651
1145	0.2639047281
1146	0.2639007709
1147	0.263897572
1148	0.2638951223
1149	0.2638918288
1150	0.2638889039
1151	0.2638866175
1152	0.2638831374
1153	0.2638787338
1154	0.2638765055
1155	0.2638731653
1156	0.2638692088
1157	0.2638651245
1158	0.2638628107
1159	0.2638582486
1160	0.2638539053
1161	0.2638496129
1162	0.2638459838
1163	0.2638421085
1164	0.2638381288
1165	0.2638353288
1166	0.263832316
1167	0.263829203
1168	0.2638263442
1169	0.2638231499
1170	0.2638201001
1171	0.2638160667
1172	0.263812837
1173	0.2638094425
1174	0.2638059256
1175	0.2638025288
1176	0.2637998173
1177	0.2637963398
1178	0.2637927735
1179	0.2637898648
1180	0.2637878638
1181	0.2637851122
1182	0.2637817951
1183	0.2637786827
1184	0.2637759107
1185	0.2637717484
1186	0.2637667126
1187	0.2637638596
1188	0.2637603964
1189	0.2637577323
1190	0.2637539326
1191	0.2637517494
1192	0.2637474659
1193	0.2637446105
1194	0.2637417559
1195	0.2637392232
1196	0.2637349203
1197	0.2637320479
1198	0.2637280835
1199	0.2637255286
1200	0.26372273
1201	0.2637194498
1202	0.2637162498
1203	0.2637140834
1204	0.2637101575
1205	0.2637074855
1206	0.2637050896
1207	0.2637024401
1208	0.2636987371
1209	0.2636953921
1210	0.2636924253
1211	0.2636889161
1212	0.2636857121
1213	0.2636825583
1214	0.2636796812
1215	0.2636767157
1216	0.2636748783
1217	0.2636727136
1218	0.2636687195
1219	0.2636663651
1220	0.2636635736
1221	0.2636604101
1222	0.2636576757
1223	0.2636536546
1224	0.2636504417
1225	0.2636477637
1226	0.2636454412
1227	0.2636426422
1228	0.2636390807
1229	0.2636359605
1230	0.2636333055
1231	0.2636303243
1232	0.2636277817
1233	0.2636238102
1234	0.2636205384
1235	0.2636162476
1236	0.2636125612
1237	0.2636086342
1238	0.2636057444
1239	0.2636024
1240	0.2635995562
1241	0.2635956508
1242	0.2635929077
1243	0.2635892066
1244	0.2635867379
1245	0.2635845248
1246	0.2635814943
1247	0.2635776551
1248	0.2635745923
1249	0.2635737977
1250	0.2635708359
1251	0.263567542
1252	0.2635656312
1253	0.2635623025
1254	0.2635601113
1255	0.2635563089
1256	0.2635532607
1257	0.2635503785
1258	0.2635484004
1259	0.2635452618
1260	0.263542067
1261	0.263539339
1262	0.2635370392
1263	0.263533382
1264	0.2635303764
1265	0.2635268507
1266	0.2635226617
1267	0.2635195618
1268	0.2635173745
1269	0.2635148835
1270	0.2635117251
1271	0.2635072883
1272	0.263503463
1273	0.2635008383
1274	0.2634973095
1275	0.26349514
1276	0.2634925042
1277	0.2634897658
1278	0.2634869538
1279	0.2634838006
1280	0.2634821404
1281	0.2634793453
1282	0.2634761509
1283	0.2634727891
1284	0.2634704387
1285	0.2634670707
1286	0.263463817
1287	0.2634604771
1288	0.2634576442
1289	0.2634551483
1290	0.2634519251
1291	0.2634485966
1292	0.2634460652
1293	0.2634438824
1294	0.2634415361
1295	0.2634384416
1296	0.2634351063
1297	0.2634327969
1298	0.2634288512
1299	0.2634269957
1300	0.2634240862
1301	0.2634209277
1302	0.2634176109
1303	0.2634153368
1304	0.2634124517
1305	0.2634087876
1306	0.2634059702
1307	0.2634036547
1308	0.2634008683
1309	0.2633982455
1310	0.2633954965
1311	0.2633940344
1312	0.2633913207
1313	0.263389493
1314	0.2633872871
1315	0.2633850139
1316	0.2633830492
1317	0.263380127
1318	0.2633766613
1319	0.2633744548
1320	0.2633714193
1321	0.2633685561
1322	0.2633667051
1323	0.2633644586
1324	0.2633617276
1325	0.2633589846
1326	0.2633561662
1327	0.2633531164
1328	0.2633504476
1329	0.2633478796
1330	0.2633452899
1331	0.2633426625
1332	0.2633390022
1333	0.2633367552
1334	0.263333938
1335	0.2633319325
1336	0.2633301047
1337	0.2633270962
1338	0.2633242933
1339	0.2633213668
1340	0.2633193704
1341	0.2633167984
1342	0.2633146241
1343	0.2633107864
1344	0.2633075538
1345	0.2633039415
1346	0.2633022536
1347	0.2632989558
1348	0.2632964279
1349	0.263294472
1350	0.2632918445
1351	0.263288727
1352	0.263286036
1353	0.2632836146
1354	0.2632808064
1355	0.26327905
1356	0.2632757151
1357	0.2632731337
1358	0.2632697004
1359	0.2632675138
1360	0.2632652189
1361	0.2632627748
1362	0.2632598448
1363	0.2632571187
1364	0.263254401
1365	0.2632514479
1366	0.2632488262
1367	0.2632451787
1368	0.2632420199
1369	0.2632388939
1370	0.2632365697
1371	0.2632336563
1372	0.2632308841
1373	0.2632285483
1374	0.2632243796
1375	0.2632213667
1376	0.2632178731
1377	0.2632142293
1378	0.2632109898
1379	0.2632074801
1380	0.2632052351
1381	0.2632023812
1382	0.2631984754
1383	0.2631953896
1384	0.2631929757
1385	0.263190952
1386	0.2631878404
1387	0.2631847689
1388	0.2631818033
1389	0.2631784075
1390	0.2631759786
1391	0.2631738917
1392	0.2631713281
1393	0.2631682798
1394	0.2631656854
1395	0.2631620059
1396	0.2631593205
1397	0.2631560052
1398	0.2631529986
1399	0.2631510388
1400	0.2631484275
1401	0.2631464965
1402	0.2631436647
1403	0.2631423311
1404	0.2631387669
1405	0.263136698
1406	0.2631341847
1407	0.2631309861
1408	0.263128125
1409	0.2631254607
1410	0.2631234601
1411	0.263120645
1412	0.2631181287
1413	0.2631150893
1414	0.2631123372
1415	0.2631088632
1416	0.2631054607
1417	0.2631026836
1418	0.2630999694
1419	0.2630974464
1420	0.263094905
1421	0.2630928175
1422	0.2630897045
1423	0.2630875687
1424	0.2630853686
1425	0.2630828406
1426	0.2630806398
1427	0.2630780129
1428	0.2630745188
1429	0.2630715021
1430	0.2630684402
1431	0.2630665166
1432	0.2630632389
1433	0.2630610202
1434	0.2630594148
1435	0.2630568743
1436	0.2630536578
1437	0.2630507682
1438	0.2630481765
1439	0.2630451406
1440	0.2630422001
1441	0.2630394547
1442	0.263036806
1443	0.2630338129
1444	0.263031264
1445	0.2630286238
1446	0.263025982
1447	0.2630234187
1448	0.263021226
1449	0.2630184399
1450	0.2630161076
1451	0.2630137393
1452	0.2630100518
1453	0.2630078264
1454	0.2630043351
1455	0.2630018447
1456	0.2629980012
1457	0.2629958226
1458	0.2629933725
1459	0.262989495
1460	0.2629872533
1461	0.2629847808
1462	0.262982296
1463	0.2629803682
1464	0.2629783686
1465	0.2629761733
1466	0.262973814
1467	0.2629712738
1468	0.2629686653
1469	0.2629649401
1470	0.2629621811
1471	0.2629588469
1472	0.2629557753
1473	0.2629528663
1474	0.2629512194
1475	0.262948954
1476	0.2629470032
1477	0.262944312
1478	0.2629413145
1479	0.2629392309
1480	0.2629369403
1481	0.2629347704
1482	0.2629330547
1483	0.2629313656
1484	0.2629288749
1485	0.2629262602
1486	0.2629244773
1487	0.2629227119
1488	0.2629205423
1489	0.2629189329
1490	0.2629173732
1491	0.2629148502
1492	0.2629113552
1493	0.2629090767
1494	0.2629072564
1495	0.2629050417
1496	0.2629023647
1497	0.2628994169
1498	0.2628970304
1499	0.2628943169
1500	0.262892026
1501	0.2628890324
1502	0.2628866059
1503	0.2628844095
1504	0.262882022
1505	0.2628805494
1506	0.2628782576
1507	0.2628757098
1508	0.262872837
1509	0.2628703919
1510	0.2628680136
1511	0.2628652857
1512	0.2628619909
