iter	Recall	Logloss
119	0.7511926606	0.4470003992
120	0.7511926606	0.4459874829
121	0.751266055	0.4451857481
122	0.7510458716	0.4442506331
123	0.7503119266	0.4434561836
124	0.7504587156	0.4427575429
125	0.7504587156	0.4419661377
126	0.7504587156	0.4412512038
127	0.7505321101	0.4405840257
128	0.7504587156	0.4399351395
129	0.7504587156	0.4391688212
130	0.7503119266	0.438351853
131	0.7503853211	0.4377568429
132	0.7505321101	0.4371104744
133	0.7501651376	0.4365339774
134	0.7506055046	0.4358306159
135	0.7516330275	0.4352896804
136	0.7547155963	0.4346461473
137	0.7568440367	0.4337757007
138	0.7562568807	0.4330256208
139	0.7560366972	0.4323421229
140	0.7596330275	0.4315296813
141	0.7619816514	0.4308678282
142	0.7620550459	0.4302848871
143	0.7626422018	0.4296212361
144	0.7644036697	0.4290026576
145	0.7654311927	0.4284039321
146	0.7655779817	0.4278952179
147	0.7650642202	0.4273413505
148	0.7649908257	0.4268086152
149	0.7644770642	0.4264013319
150	0.7660917431	0.4258639725
151	0.7662385321	0.4253760146
152	0.7665321101	0.4248454095
153	0.7666788991	0.4242450251
154	0.767412844	0.4235927171
155	0.768440367	0.4229891735
156	0.7688807339	0.4223685505
157	0.7694678899	0.4218878432
158	0.7689541284	0.421395651
159	0.7688073394	0.4209388778
160	0.7682201835	0.4205355924
161	0.768587156	0.4200743958
162	0.7693944954	0.4195417121
163	0.768587156	0.4191168116
164	0.768146789	0.4185845191
165	0.7688073394	0.4180651547
166	0.7695412844	0.4176680529
167	0.7694678899	0.4172240618
168	0.7694678899	0.4167463735
169	0.7691743119	0.4162963548
170	0.7701284404	0.4158533492
171	0.7693211009	0.4155630211
172	0.7691743119	0.415058353
173	0.7690275229	0.414719865
174	0.7691743119	0.4143701046
175	0.7692477064	0.4138944731
176	0.7692477064	0.4134471092
177	0.7692477064	0.4130897656
178	0.7693944954	0.4126643623
179	0.7697614679	0.4123300206
180	0.7696880734	0.4119488187
181	0.7696880734	0.4115822875
182	0.7695412844	0.4112682581
183	0.7699082569	0.4109262153
184	0.7694678899	0.4105916523
185	0.7692477064	0.4102491292
186	0.7694678899	0.4099178299
187	0.7694678899	0.4096241817
188	0.7699082569	0.409305404
189	0.7696146789	0.4090093576
190	0.7689541284	0.4086894198
191	0.7704220183	0.4083924688
192	0.7706422018	0.4080460175
193	0.7707155963	0.4076414177
194	0.7707155963	0.4073653666
195	0.7703486239	0.4070828028
196	0.7700550459	0.4067853461
197	0.7708623853	0.4063172703
198	0.7710825688	0.4059494261
199	0.7710091743	0.4056278386
200	0.7714495413	0.4053200584
201	0.7715963303	0.4050035711
202	0.7712293578	0.4047399427
203	0.7713027523	0.4045244769
204	0.7715229358	0.4042577557
205	0.7716697248	0.4039088723
206	0.7719633028	0.4036484045
207	0.7719633028	0.4033303114
208	0.7718165138	0.4030312495
209	0.7721834862	0.4027281003
210	0.7724770642	0.4023841436
211	0.7725504587	0.4020581489
212	0.7726972477	0.4017427701
213	0.7724770642	0.4015160115
214	0.7726238532	0.4012586153
215	0.7722568807	0.4010633712
216	0.7722568807	0.4006993108
217	0.7723302752	0.4004962581
218	0.7727706422	0.4001335496
219	0.7726238532	0.3998300204
220	0.7724770642	0.3996093522
221	0.7721834862	0.3993862282
222	0.7726238532	0.3990956825
223	0.7725504587	0.3988572643
224	0.7726238532	0.3985823261
225	0.7726238532	0.3983466383
226	0.7724036697	0.3980174003
227	0.7726238532	0.397714489
228	0.7729908257	0.3974164384
229	0.7729908257	0.3971802199
230	0.7731376147	0.3969012937
231	0.7732110092	0.3967056453
232	0.7732110092	0.3964554153
233	0.7727706422	0.3963148416
234	0.7726238532	0.3960961349
235	0.7722568807	0.3959029468
236	0.7718899083	0.3957433391
237	0.7719633028	0.3954090305
238	0.7715229358	0.3952435054
239	0.7710825688	0.395010716
240	0.7710825688	0.3947528461
241	0.7713027523	0.3945007452
242	0.7707889908	0.3943343349
243	0.7707889908	0.3941675923
244	0.7712293578	0.3938889638
245	0.7713027523	0.3936026779
246	0.7713027523	0.3933510551
247	0.7713027523	0.3930878853
248	0.7714495413	0.3928454853
249	0.7709357798	0.3927026796
250	0.7710825688	0.3925688872
251	0.7710091743	0.3923295847
252	0.7710825688	0.3921730629
253	0.7711559633	0.3919575255
254	0.7709357798	0.3917712598
255	0.7711559633	0.3915423523
256	0.7712293578	0.3912953804
257	0.7712293578	0.391070471
258	0.7711559633	0.3908499068
259	0.7709357798	0.3906569088
260	0.7711559633	0.3904300519
261	0.7709357798	0.3902548176
262	0.7707155963	0.3901007032
263	0.7704954128	0.3899500258
264	0.7700550459	0.3897955779
265	0.7701284404	0.389574562
266	0.7696146789	0.3894244762
267	0.7696880734	0.3892359893
268	0.7695412844	0.3890569101
269	0.7696146789	0.3888316953
270	0.7693211009	0.3887062444
271	0.7696146789	0.3885046242
272	0.7695412844	0.3883195654
273	0.7697614679	0.3881322609
274	0.7699816514	0.3879602224
275	0.7697614679	0.3877465317
276	0.7700550459	0.3876516811
277	0.7700550459	0.3875023913
278	0.7701284404	0.3873610137
279	0.7701284404	0.3871710517
280	0.7703486239	0.3869295054
281	0.7702752294	0.3867149778
282	0.7704220183	0.386561173
283	0.7702752294	0.3864229279
284	0.7702752294	0.3862899586
285	0.7702752294	0.3861103409
286	0.7704954128	0.3858589295
287	0.7704954128	0.3856986634
288	0.7701284404	0.3855554325
289	0.7702752294	0.3853861785
290	0.7701284404	0.3851917513
291	0.7701284404	0.3850884062
292	0.7699082569	0.3849136035
293	0.7699082569	0.3847574344
294	0.7699816514	0.3845495223
295	0.7700550459	0.3844313534
296	0.7700550459	0.3843216373
297	0.7701284404	0.3841552811
298	0.7700550459	0.3839535319
299	0.7698348624	0.3838091151
300	0.7697614679	0.3836966824
301	0.7696880734	0.3835815135
302	0.7694678899	0.3834844123
303	0.7696146789	0.3833572345
304	0.7689541284	0.3832429344
305	0.7685137615	0.3831506469
306	0.7686605505	0.3829842278
307	0.7685137615	0.3828246147
308	0.768	0.3827244798
309	0.768146789	0.3825560552
310	0.7679266055	0.3823671255
311	0.7682201835	0.3822271973
312	0.7680733945	0.3821066488
313	0.7682201835	0.3819344337
314	0.768293578	0.3816980144
315	0.7685137615	0.3814883269
316	0.768440367	0.3813396522
317	0.768733945	0.381208316
318	0.768587156	0.3811048444
319	0.7686605505	0.3809075642
320	0.7683669725	0.3807638643
321	0.768587156	0.3806670435
322	0.768293578	0.3805546926
323	0.7682201835	0.380394144
324	0.768146789	0.3802990823
325	0.768	0.3801396215
326	0.768293578	0.380038169
327	0.7680733945	0.3798775442
328	0.768	0.379698877
329	0.767853211	0.3795135962
330	0.7679266055	0.379384302
331	0.7677798165	0.3792917847
332	0.767853211	0.3791665888
333	0.7679266055	0.3790171274
334	0.767853211	0.3788463037
335	0.7679266055	0.3787375227
336	0.7679266055	0.3786595961
337	0.767853211	0.3785564798
338	0.767706422	0.3784464252
339	0.767559633	0.378311583
340	0.767559633	0.3781765541
341	0.7677798165	0.3780361551
342	0.768	0.3778471725
343	0.767853211	0.3776658693
344	0.7682201835	0.3775454628
345	0.7680733945	0.3774802208
346	0.768	0.3773788297
347	0.7679266055	0.3772768381
348	0.768	0.3771799182
349	0.7682201835	0.377003552
350	0.768	0.3768966758
351	0.7680733945	0.3767324661
352	0.768	0.3765744347
353	0.768	0.3764961968
354	0.7676330275	0.3764190692
355	0.7680733945	0.3763285646
356	0.7677798165	0.3762175856
357	0.768293578	0.3760746477
358	0.7682201835	0.3758850554
359	0.768	0.3758013016
360	0.7679266055	0.3756589357
361	0.7679266055	0.3755544139
362	0.767853211	0.3754468264
363	0.7680733945	0.3753569783
364	0.7682201835	0.3751862693
365	0.7685137615	0.3750780289
366	0.768587156	0.3749333235
367	0.768587156	0.3747879541
368	0.7685137615	0.3747210727
369	0.7683669725	0.3746513118
370	0.7686605505	0.3745691006
371	0.7686605505	0.374495299
372	0.768440367	0.3743715559
373	0.768440367	0.3742931534
374	0.7680733945	0.3741976932
375	0.768293578	0.3740779953
376	0.7685137615	0.3739327266
377	0.7685137615	0.3738056256
378	0.768587156	0.3736987388
379	0.7680733945	0.3735985868
380	0.768	0.3735128212
381	0.768293578	0.3733855504
382	0.768146789	0.373290765
383	0.768	0.3731836164
384	0.7680733945	0.373076823
385	0.7680733945	0.3730032377
386	0.7679266055	0.372933492
387	0.768	0.3727818985
388	0.7679266055	0.3727192745
389	0.7679266055	0.3726380164
390	0.7679266055	0.3725720633
391	0.7677798165	0.3724917482
392	0.7677798165	0.3723810524
393	0.7677798165	0.3722763702
394	0.7679266055	0.3721685991
395	0.767853211	0.3720886159
396	0.7680733945	0.3720095633
397	0.7679266055	0.3719475043
398	0.7677798165	0.3718644261
399	0.7677798165	0.371802396
400	0.7680733945	0.3716648793
401	0.7680733945	0.3716020625
402	0.768146789	0.3714577253
403	0.768293578	0.3713582202
404	0.768293578	0.3712216564
405	0.7682201835	0.3711536668
406	0.768293578	0.3710824296
407	0.7682201835	0.3709881139
408	0.7680733945	0.3709141044
409	0.7682201835	0.3708131689
410	0.7682201835	0.3706908319
411	0.7683669725	0.3705881159
412	0.7686605505	0.3704632323
413	0.768587156	0.370334073
414	0.7689541284	0.3702294945
415	0.7688807339	0.3701064909
416	0.7691009174	0.3699826638
417	0.7688073394	0.369894301
418	0.7689541284	0.3698267731
419	0.7690275229	0.3697239482
420	0.7688807339	0.3696493753
421	0.7689541284	0.3695766551
422	0.7692477064	0.3694389526
423	0.7692477064	0.3693147216
424	0.7693211009	0.3692480525
425	0.7693211009	0.3691782899
426	0.7695412844	0.369066104
427	0.7693211009	0.3689881191
428	0.7693944954	0.3689347685
429	0.7694678899	0.3688126296
430	0.7695412844	0.3686866939
431	0.7694678899	0.3685685309
432	0.7698348624	0.3685021199
433	0.7697614679	0.3684039103
434	0.7698348624	0.3683381085
435	0.7696146789	0.368262143
436	0.7697614679	0.3682091241
437	0.7695412844	0.3681343707
438	0.7699816514	0.3679835051
439	0.7699082569	0.3679067169
440	0.7699082569	0.3678108025
441	0.7697614679	0.3677337575
442	0.7698348624	0.3676232489
443	0.7698348624	0.3675727731
444	0.7699082569	0.3674996474
445	0.7699082569	0.3674462445
446	0.7696880734	0.3673716255
447	0.7699816514	0.3672813891
448	0.7699816514	0.3672031845
449	0.7698348624	0.3671230281
450	0.7699082569	0.3670555144
451	0.7698348624	0.3669750535
452	0.7697614679	0.366922017
453	0.7699816514	0.3667863056
454	0.7700550459	0.3666951516
455	0.7699816514	0.3665963999
456	0.7702018349	0.3665107414
457	0.7701284404	0.3664185663
458	0.7702752294	0.3663438371
459	0.7701284404	0.3662751941
460	0.7699082569	0.3662057446
461	0.7696880734	0.3661404066
462	0.7699082569	0.3660361874
463	0.7700550459	0.365985279
464	0.7701284404	0.3659102822
465	0.7699816514	0.3658467214
466	0.7699816514	0.3657552368
467	0.7701284404	0.3656734171
468	0.7699816514	0.3655716355
469	0.7703486239	0.36547265
470	0.7702018349	0.3654244338
471	0.7704220183	0.3653433815
472	0.7704954128	0.3653035377
473	0.7701284404	0.3652385582
474	0.7704954128	0.3651524313
475	0.7708623853	0.3650518428
476	0.7709357798	0.3649596507
477	0.7711559633	0.364900898
478	0.7710091743	0.3648389959
479	0.7712293578	0.3647644775
480	0.7711559633	0.3646903759
481	0.7710825688	0.3645949311
482	0.7710825688	0.3645439531
483	0.7711559633	0.3645029365
484	0.7710091743	0.3644291215
485	0.7713027523	0.3643682793
486	0.7715229358	0.3642639296
487	0.7714495413	0.3642030528
488	0.7714495413	0.3641525593
489	0.7715229358	0.3640781095
490	0.7717431193	0.3640182392
491	0.7718165138	0.3639545463
492	0.7719633028	0.3639014
493	0.7719633028	0.3638216998
494	0.7719633028	0.3637762176
495	0.7719633028	0.3637355056
496	0.7718899083	0.3636766385
497	0.7721100917	0.3636112182
498	0.7720366972	0.3635451244
499	0.7722568807	0.3634905439
500	0.7721834862	0.3634199919
501	0.7722568807	0.3633621812
502	0.7722568807	0.3633105053
503	0.7721834862	0.3632500784
504	0.7718899083	0.3632088865
505	0.7717431193	0.3631653582
506	0.7721100917	0.3630994544
507	0.7726238532	0.3630202701
508	0.7726238532	0.3629413386
509	0.7723302752	0.3628709337
510	0.7727706422	0.362762845
511	0.7730642202	0.3626359512
512	0.7729174312	0.362578118
513	0.7730642202	0.3625170831
514	0.7731376147	0.3624402349
515	0.7732844037	0.3623886134
516	0.7734311927	0.3623187556
517	0.7735779817	0.3622817818
518	0.7733577982	0.3622366302
519	0.7733577982	0.3621489494
520	0.7733577982	0.3620816377
521	0.7734311927	0.3620221787
522	0.7735045872	0.3619660475
523	0.7734311927	0.3618899042
524	0.7735045872	0.3618380967
525	0.7735779817	0.3617802007
526	0.7737247706	0.3617333258
527	0.7735779817	0.3616977712
528	0.7736513761	0.3616404159
529	0.7735779817	0.3616018928
530	0.7735045872	0.3614988569
531	0.7734311927	0.3614543814
532	0.7736513761	0.36140898
533	0.7736513761	0.3613735625
534	0.7739449541	0.3613173497
535	0.7739449541	0.3612724609
536	0.7736513761	0.3612259931
537	0.7737981651	0.3611791691
538	0.7738715596	0.3611345703
539	0.7738715596	0.3610817817
540	0.7740917431	0.3610403541
541	0.7741651376	0.3609949388
542	0.7740917431	0.3609526881
543	0.7740183486	0.3609125332
544	0.7740183486	0.3608401979
545	0.7741651376	0.3607883365
546	0.7741651376	0.3607519277
547	0.7740917431	0.3607008698
548	0.7740183486	0.3606184574
549	0.7740917431	0.3605734684
550	0.7738715596	0.3605245311
551	0.7739449541	0.3604513919
552	0.7740183486	0.360410677
553	0.7740183486	0.360365636
554	0.7739449541	0.3603274215
555	0.7739449541	0.3602687304
556	0.7739449541	0.360224958
557	0.7740183486	0.3601802616
558	0.7740183486	0.3601154355
559	0.7741651376	0.3600770459
560	0.7741651376	0.3600351585
561	0.7739449541	0.3599890979
562	0.7743119266	0.3598876737
563	0.7739449541	0.3598456461
564	0.7741651376	0.3597851094
565	0.7740183486	0.3597535604
566	0.7741651376	0.3596888776
567	0.7741651376	0.35964436
568	0.7741651376	0.3595884972
569	0.7743119266	0.3595536113
570	0.7743853211	0.3595205667
571	0.7746055046	0.3594566099
572	0.7743853211	0.3594157179
573	0.7745321101	0.359366631
574	0.7746788991	0.3593058314
575	0.7743853211	0.3592671383
576	0.7749724771	0.3592250512
577	0.7748990826	0.3591445374
578	0.7748256881	0.3590709283
579	0.7746055046	0.3590150695
580	0.7746055046	0.3589813018
581	0.7746055046	0.358938037
582	0.7745321101	0.3589025358
583	0.7746055046	0.3588583275
584	0.7746788991	0.3588248223
585	0.7746788991	0.3587903972
586	0.7746788991	0.3587575838
587	0.7746055046	0.3587089934
588	0.7746788991	0.3586317786
589	0.7748990826	0.3585755998
590	0.7749724771	0.3585237948
591	0.7749724771	0.3584814057
592	0.7749724771	0.358445708
593	0.7750458716	0.3584162702
594	0.7750458716	0.3583903878
595	0.7751192661	0.358358233
596	0.7753394495	0.3582888456
597	0.775412844	0.3582550442
598	0.7753394495	0.358220711
599	0.775412844	0.3581546458
600	0.775412844	0.3581119769
601	0.775412844	0.3580769338
602	0.775559633	0.3580348501
603	0.775706422	0.3579957605
604	0.7756330275	0.3579389567
605	0.775559633	0.3579020917
606	0.775559633	0.3578566466
607	0.775559633	0.357790551
608	0.775706422	0.3577454985
609	0.7756330275	0.3577074617
610	0.7756330275	0.3576631853
611	0.775706422	0.357626525
612	0.7756330275	0.3575175441
613	0.775853211	0.3574849378
614	0.7759266055	0.3574390865
615	0.7759266055	0.3573971212
616	0.776146789	0.3573534812
617	0.776146789	0.357289619
618	0.7763669725	0.3572498963
619	0.7762201835	0.3572103418
620	0.776	0.3571788258
621	0.776293578	0.3571334178
622	0.7762201835	0.3570914327
623	0.776146789	0.3570519832
624	0.7762201835	0.3570024165
625	0.776440367	0.3569551126
626	0.7763669725	0.3569107164
627	0.7763669725	0.3568857727
628	0.7765137615	0.356845154
629	0.776587156	0.3567992625
630	0.7768807339	0.3567445201
631	0.7769541284	0.3567092067
632	0.7769541284	0.3566538645
633	0.7770275229	0.3566114434
634	0.7768807339	0.3565856483
635	0.7768807339	0.3565567604
636	0.7766605505	0.3565176004
637	0.776733945	0.3564791076
638	0.7768073394	0.3564483779
639	0.7768807339	0.3564067967
640	0.7769541284	0.3563323546
641	0.7768807339	0.3562810823
642	0.7768807339	0.3562456658
643	0.776733945	0.3562105021
644	0.7766605505	0.3561835393
645	0.776587156	0.3561428299
646	0.7766605505	0.3561064629
647	0.7768073394	0.3560791399
648	0.7768073394	0.3560391819
649	0.7766605505	0.3560038909
650	0.776733945	0.3559429551
651	0.7768807339	0.3559107587
652	0.7768073394	0.3558680818
653	0.7768807339	0.3557972461
654	0.7769541284	0.3557621323
655	0.7769541284	0.3557020149
656	0.7768073394	0.3556611256
657	0.7768807339	0.3556315823
658	0.7772477064	0.3555937493
659	0.7771009174	0.3555517777
660	0.7771743119	0.355490914
661	0.7772477064	0.3554589015
662	0.7772477064	0.355416718
663	0.7773944954	0.3553691009
664	0.7773211009	0.3553351208
665	0.7773211009	0.3553010506
666	0.7773211009	0.3552760169
667	0.7772477064	0.3552337797
668	0.7772477064	0.3552056487
669	0.7772477064	0.3551743619
670	0.7771743119	0.3551341693
671	0.7773211009	0.3550846728
672	0.7775412844	0.3550594018
673	0.7775412844	0.3550356565
674	0.7776146789	0.3549975423
675	0.7775412844	0.3549696177
676	0.7773211009	0.3549232161
677	0.7774678899	0.3548578741
678	0.7773944954	0.3548274531
679	0.7773944954	0.3547970905
680	0.7775412844	0.3547747839
681	0.7775412844	0.3547256481
682	0.7774678899	0.3546884091
683	0.7773211009	0.3546580712
684	0.7774678899	0.3546270122
685	0.7774678899	0.3545456657
686	0.7775412844	0.3545190431
687	0.7773944954	0.3544824452
688	0.7772477064	0.3544444821
689	0.7773944954	0.3544157059
690	0.7772477064	0.3543528281
691	0.7774678899	0.3543209463
692	0.7775412844	0.3542807496
693	0.7776880734	0.3542390837
694	0.7776146789	0.3542109367
695	0.7776880734	0.3541813039
696	0.7778348624	0.3541342225
697	0.7778348624	0.3540910159
698	0.7778348624	0.3540647599
699	0.7779816514	0.3540293587
700	0.7779082569	0.3539999469
701	0.7777614679	0.3539560118
702	0.7778348624	0.3538939375
703	0.7777614679	0.3538594432
704	0.7777614679	0.3537935052
705	0.7777614679	0.3537655035
706	0.7777614679	0.3537322419
707	0.7779082569	0.3536824605
708	0.7777614679	0.3536475994
709	0.7779082569	0.3535987972
710	0.7778348624	0.3535672285
711	0.7779082569	0.3535336798
712	0.7779082569	0.3534813262
713	0.7779082569	0.3534488705
714	0.7779082569	0.3534106624
715	0.7780550459	0.3533699093
716	0.7780550459	0.3532989183
717	0.7780550459	0.3532659243
718	0.7779082569	0.3532376478
719	0.7778348624	0.3532090356
720	0.7781284404	0.3531833493
721	0.7781284404	0.3531482088
722	0.7780550459	0.3531159851
723	0.7781284404	0.3530898728
724	0.7782018349	0.3530683476
725	0.7782018349	0.353027277
726	0.7783486239	0.3529685437
727	0.7782752294	0.3529396389
728	0.7783486239	0.3528988806
729	0.7782752294	0.3528700729
730	0.7782018349	0.3528440313
731	0.7782752294	0.3528128611
732	0.7782752294	0.3527862964
733	0.7782752294	0.352751761
734	0.7782752294	0.3526863695
735	0.7783486239	0.3526569364
736	0.7784220183	0.3526256784
737	0.7784220183	0.3526006643
738	0.7784954128	0.352573963
739	0.7784954128	0.3525327453
740	0.7785688073	0.352497792
741	0.7784954128	0.3524736524
742	0.7784954128	0.3524432152
743	0.7784220183	0.3524039209
744	0.7784220183	0.3523574896
745	0.7784954128	0.3523301287
746	0.7784220183	0.3522621271
747	0.7784220183	0.3522325392
748	0.7784220183	0.3522038266
749	0.7784954128	0.3521865187
750	0.7784954128	0.3521609055
751	0.7784954128	0.3521394906
752	0.7786422018	0.3521127088
753	0.7785688073	0.3520768711
754	0.7787155963	0.3520511567
755	0.7787155963	0.3520050502
756	0.7790091743	0.3519761024
757	0.7791559633	0.3519514547
758	0.7790825688	0.3519149811
759	0.7792293578	0.3518847557
760	0.7790825688	0.3518580053
761	0.7791559633	0.3518395208
762	0.7787889908	0.351809012
763	0.7787155963	0.3517833383
764	0.7788623853	0.3517395448
765	0.7789357798	0.3517162326
766	0.7790825688	0.3516788346
767	0.7790091743	0.3516510087
768	0.7791559633	0.3516161295
769	0.7793027523	0.351578681
770	0.7791559633	0.3515500008
771	0.7793027523	0.3515102985
772	0.7795963303	0.3514715729
773	0.7795963303	0.3514411272
774	0.7796697248	0.3514207604
775	0.7797431193	0.3513788843
776	0.7798899083	0.3513527379
777	0.7798899083	0.3513325345
778	0.7799633028	0.3513002291
779	0.7799633028	0.3512769195
780	0.7799633028	0.3512520205
781	0.7799633028	0.3512271106
782	0.7799633028	0.3512012282
783	0.7798899083	0.3511657822
784	0.7800366972	0.3511465845
785	0.7800366972	0.3511042884
786	0.7799633028	0.3510805418
787	0.7800366972	0.3510585813
788	0.7800366972	0.3510340849
789	0.7800366972	0.3510066183
790	0.7801100917	0.3509827386
791	0.7801100917	0.3509447462
792	0.7801834862	0.3509189531
793	0.7800366972	0.3508922232
794	0.7800366972	0.3508699783
795	0.7798165138	0.3508415178
796	0.7798899083	0.3508199184
797	0.7798165138	0.3507964996
798	0.7798899083	0.3507727425
799	0.7799633028	0.3507395261
800	0.7798165138	0.3507040453
801	0.7798165138	0.3506867563
802	0.7798165138	0.3506680558
803	0.7798899083	0.350643377
804	0.7799633028	0.3506204527
805	0.7798899083	0.3505974398
806	0.7799633028	0.3505666947
807	0.7800366972	0.3505383236
808	0.7799633028	0.35050801
809	0.7800366972	0.3504766375
810	0.7799633028	0.3504501287
811	0.7799633028	0.3503992956
812	0.7799633028	0.3503768856
813	0.7800366972	0.3503499512
814	0.7799633028	0.3503248599
815	0.7800366972	0.3502843536
816	0.7800366972	0.350250141
817	0.7801834862	0.350225521
818	0.7801834862	0.3501982043
819	0.7800366972	0.3501690306
820	0.7801100917	0.3501462548
821	0.7801100917	0.3501161302
822	0.7801834862	0.3500602372
823	0.7802568807	0.3500362993
824	0.7802568807	0.350014082
825	0.7803302752	0.3499465808
826	0.7801834862	0.3499264833
827	0.7801834862	0.3499090081
828	0.7802568807	0.349889613
829	0.7802568807	0.3498619636
830	0.7801834862	0.3498404002
831	0.7801834862	0.3498098408
832	0.7801834862	0.3497662631
833	0.7801834862	0.3497333886
834	0.7801100917	0.3497015132
835	0.7801100917	0.3496664469
836	0.7801834862	0.3496409298
837	0.7801100917	0.3496203706
838	0.7802568807	0.3495976927
839	0.7803302752	0.3495605689
840	0.7804036697	0.3495241742
841	0.7803302752	0.349501423
842	0.7803302752	0.349463847
843	0.7802568807	0.3494447279
844	0.7803302752	0.3494152347
845	0.7802568807	0.3493968539
846	0.7802568807	0.3493742943
847	0.7804036697	0.3493424817
848	0.7804036697	0.3493260388
849	0.7804770642	0.3492893923
850	0.7802568807	0.349270357
851	0.7804036697	0.3492369914
852	0.7804770642	0.3492209093
853	0.7804770642	0.3491886344
854	0.7804770642	0.349162829
855	0.7805504587	0.3491398121
856	0.7806238532	0.3491072056
857	0.7805504587	0.3490870895
858	0.7806238532	0.3490653341
859	0.7805504587	0.3490256932
860	0.7807706422	0.3489741103
861	0.7806972477	0.3489516732
862	0.7806972477	0.348915828
863	0.7806972477	0.3488970948
864	0.7807706422	0.3488742208
865	0.7808440367	0.3488577579
866	0.7806972477	0.3488278581
867	0.7807706422	0.3488047018
868	0.7809908257	0.3487871445
869	0.7808440367	0.3487673856
870	0.7809908257	0.3487503412
871	0.7809908257	0.3487186554
872	0.7810642202	0.3486897336
873	0.7809908257	0.3486573854
874	0.7811376147	0.3486151991
875	0.7811376147	0.3485903984
876	0.7812110092	0.3485662537
877	0.7810642202	0.3485263617
878	0.7811376147	0.3485013686
879	0.7810642202	0.3484751522
880	0.7810642202	0.3484545581
881	0.7810642202	0.3484307453
882	0.7810642202	0.3484042002
883	0.7811376147	0.3483870942
884	0.7809908257	0.348342984
885	0.7811376147	0.3482860545
